,Open,High,Low,Close,Volume
2017.08.18 02:00,1.17262,1.17294,1.17080,1.17157,2055,0
2017.08.18 03:00,1.17157,1.17297,1.17097,1.17276,4201,0
2017.08.18 04:00,1.17276,1.17351,1.17234,1.17314,2947,0
2017.08.18 05:00,1.17314,1.17360,1.17287,1.17291,1951,0
2017.08.18 06:00,1.17292,1.17356,1.17291,1.17308,1798,0
2017.08.18 07:00,1.17308,1.17392,1.17298,1.17371,2094,0
2017.08.18 08:00,1.17370,1.17404,1.17317,1.17317,2611,0
2017.08.18 09:00,1.17314,1.17410,1.17250,1.17379,4537,0
2017.08.18 10:00,1.17378,1.17583,1.17207,1.17251,7168,0
2017.08.18 11:00,1.17252,1.17485,1.17232,1.17474,4992,0
2017.08.18 12:00,1.17472,1.17741,1.17337,1.17342,6452,0
2017.08.18 13:00,1.17345,1.17525,1.17345,1.17482,4298,0
2017.08.18 14:00,1.17484,1.17507,1.17310,1.17363,4067,0
2017.08.18 15:00,1.17362,1.17496,1.17337,1.17487,5332,0
2017.08.18 16:00,1.17488,1.17540,1.17356,1.17410,7145,0
2017.08.18 17:00,1.17410,1.17606,1.17367,1.17495,9465,0
2017.08.18 18:00,1.17494,1.17547,1.17291,1.17469,9984,0
2017.08.18 19:00,1.17468,1.17550,1.17427,1.17493,6668,0
2017.08.18 20:00,1.17493,1.17538,1.17403,1.17532,4955,0
2017.08.18 21:00,1.17532,1.17604,1.17512,1.17585,2812,0
2017.08.18 22:00,1.17585,1.17671,1.17581,1.17628,2655,0
2017.08.18 23:00,1.17629,1.17655,1.17567,1.17578,1605,0
2017.08.21 00:00,1.17590,1.17597,1.17557,1.17573,401,0
2017.08.21 01:00,1.17573,1.17594,1.17532,1.17533,1254,0
2017.08.21 02:00,1.17535,1.17567,1.17497,1.17562,1526,0
2017.08.21 03:00,1.17562,1.17569,1.17503,1.17511,2562,0
2017.08.21 04:00,1.17512,1.17592,1.17507,1.17579,2838,0
2017.08.21 05:00,1.17581,1.17625,1.17561,1.17593,1859,0
2017.08.21 06:00,1.17593,1.17594,1.17511,1.17541,1627,0
2017.08.21 07:00,1.17539,1.17579,1.17508,1.17508,1575,0
2017.08.21 08:00,1.17508,1.17551,1.17446,1.17450,2131,0
2017.08.21 09:00,1.17449,1.17478,1.17346,1.17379,3797,0
2017.08.21 10:00,1.17380,1.17416,1.17307,1.17395,4564,0
2017.08.21 11:00,1.17395,1.17492,1.17382,1.17403,3109,0
2017.08.21 12:00,1.17400,1.17450,1.17364,1.17383,2895,0
2017.08.21 13:00,1.17381,1.17583,1.17370,1.17580,3155,0
2017.08.21 14:00,1.17580,1.17693,1.17569,1.17653,4282,0
2017.08.21 15:00,1.17654,1.17826,1.17589,1.17790,5467,0
2017.08.21 16:00,1.17790,1.17896,1.17767,1.17883,5846,0
2017.08.21 17:00,1.17884,1.18193,1.17882,1.18147,8400,0
2017.08.21 18:00,1.18147,1.18246,1.18108,1.18123,5453,0
2017.08.21 19:00,1.18123,1.18250,1.18092,1.18247,3127,0
2017.08.21 20:00,1.18248,1.18277,1.18159,1.18199,2995,0
2017.08.21 21:00,1.18198,1.18223,1.18097,1.18124,2951,0
2017.08.21 22:00,1.18125,1.18128,1.18070,1.18090,2147,0
2017.08.21 23:00,1.18092,1.18153,1.18069,1.18151,1204,0
2017.08.22 00:00,1.18140,1.18163,1.18092,1.18128,2675,0
2017.08.22 01:00,1.18128,1.18169,1.18080,1.18084,2189,0
2017.08.22 02:00,1.18085,1.18150,1.18079,1.18103,1424,0
2017.08.22 03:00,1.18103,1.18169,1.18100,1.18138,2331,0
2017.08.22 04:00,1.18138,1.18239,1.18112,1.18128,2963,0
2017.08.22 05:00,1.18128,1.18129,1.18038,1.18054,2053,0
2017.08.22 06:00,1.18054,1.18081,1.18023,1.18078,1696,0
2017.08.22 07:00,1.18079,1.18097,1.18058,1.18062,1551,0
2017.08.22 08:00,1.18062,1.18067,1.17955,1.18006,2432,0
2017.08.22 09:00,1.18006,1.18062,1.17896,1.17904,4187,0
2017.08.22 10:00,1.17906,1.17937,1.17837,1.17904,4457,0
2017.08.22 11:00,1.17903,1.17905,1.17656,1.17694,4949,0
2017.08.22 12:00,1.17696,1.17718,1.17548,1.17554,4645,0
2017.08.22 13:00,1.17554,1.17584,1.17448,1.17527,4068,0
2017.08.22 14:00,1.17527,1.17689,1.17474,1.17677,5634,0
2017.08.22 15:00,1.17675,1.17726,1.17529,1.17613,5483,0
2017.08.22 16:00,1.17612,1.17684,1.17511,1.17535,6060,0
2017.08.22 17:00,1.17537,1.17663,1.17499,1.17625,6196,0
2017.08.22 18:00,1.17627,1.17716,1.17610,1.17616,4375,0
2017.08.22 19:00,1.17618,1.17705,1.17599,1.17638,2688,0
2017.08.22 20:00,1.17638,1.17643,1.17522,1.17526,2513,0
2017.08.22 21:00,1.17526,1.17542,1.17478,1.17510,2082,0
2017.08.22 22:00,1.17509,1.17606,1.17494,1.17593,2564,0
2017.08.22 23:00,1.17590,1.17634,1.17571,1.17611,1571,0
2017.08.23 00:00,1.17611,1.17648,1.17593,1.17644,3029,0
2017.08.23 01:00,1.17646,1.17657,1.17597,1.17642,1703,0
2017.08.23 02:00,1.17643,1.17657,1.17604,1.17614,1648,0
2017.08.23 03:00,1.17613,1.17613,1.17487,1.17491,2837,0
2017.08.23 04:00,1.17491,1.17584,1.17474,1.17573,2489,0
2017.08.23 05:00,1.17577,1.17643,1.17535,1.17642,2307,0
2017.08.23 06:00,1.17642,1.17656,1.17585,1.17600,2548,0
2017.08.23 07:00,1.17600,1.17615,1.17566,1.17576,1445,0
2017.08.23 08:00,1.17578,1.17613,1.17568,1.17581,1499,0
2017.08.23 09:00,1.17581,1.17598,1.17507,1.17559,3194,0
2017.08.23 10:00,1.17558,1.17836,1.17398,1.17808,7755,0
2017.08.23 11:00,1.17809,1.17919,1.17750,1.17896,5393,0
2017.08.23 12:00,1.17897,1.17938,1.17755,1.17789,3746,0
2017.08.23 13:00,1.17790,1.17849,1.17764,1.17815,2964,0
2017.08.23 14:00,1.17815,1.18004,1.17814,1.17998,4722,0
2017.08.23 15:00,1.18002,1.18076,1.17920,1.17945,5636,0
2017.08.23 16:00,1.17947,1.17984,1.17866,1.17982,5522,0
2017.08.23 17:00,1.17981,1.18195,1.17971,1.18155,7771,0
2017.08.23 18:00,1.18154,1.18167,1.17994,1.18011,4615,0
2017.08.23 19:00,1.18011,1.18045,1.17975,1.18008,2714,0
2017.08.23 20:00,1.18007,1.18157,1.18007,1.18118,2684,0
2017.08.23 21:00,1.18117,1.18230,1.18066,1.18196,3074,0
2017.08.23 22:00,1.18195,1.18228,1.18150,1.18175,2576,0
2017.08.23 23:00,1.18176,1.18196,1.18080,1.18086,1375,0
2017.08.24 00:00,1.18086,1.18112,1.18067,1.18090,2488,0
2017.08.24 01:00,1.18090,1.18128,1.18072,1.18107,2653,0
2017.08.24 02:00,1.18108,1.18175,1.18107,1.18149,1784,0
2017.08.24 03:00,1.18148,1.18169,1.18073,1.18089,3050,0
2017.08.24 04:00,1.18090,1.18095,1.18001,1.18008,2594,0
2017.08.24 05:00,1.18008,1.18062,1.17940,1.18050,2451,0
2017.08.24 06:00,1.18050,1.18050,1.17963,1.18020,2124,0
2017.08.24 07:00,1.18020,1.18032,1.17985,1.18020,1719,0
2017.08.24 08:00,1.18022,1.18076,1.18003,1.18047,2007,0
2017.08.24 09:00,1.18049,1.18060,1.17873,1.17905,4462,0
2017.08.24 10:00,1.17904,1.17965,1.17873,1.17930,4556,0
2017.08.24 11:00,1.17930,1.17983,1.17838,1.17870,4155,0
2017.08.24 12:00,1.17870,1.17960,1.17854,1.17907,3558,0
2017.08.24 13:00,1.17908,1.17923,1.17844,1.17914,2905,0
2017.08.24 14:00,1.17913,1.18100,1.17902,1.18069,4122,0
2017.08.24 15:00,1.18069,1.18099,1.17942,1.17989,5492,0
2017.08.24 16:00,1.17989,1.18048,1.17910,1.18006,5106,0
2017.08.24 17:00,1.18004,1.18054,1.17873,1.18041,6657,0
2017.08.24 18:00,1.18043,1.18070,1.17979,1.18009,6251,0
2017.08.24 19:00,1.18007,1.18100,1.17975,1.18039,4058,0
2017.08.24 20:00,1.18039,1.18142,1.18039,1.18111,2780,0
2017.08.24 21:00,1.18112,1.18133,1.18019,1.18050,2060,0
2017.08.24 22:00,1.18050,1.18057,1.17977,1.18009,2784,0
2017.08.24 23:00,1.18007,1.18028,1.17993,1.17993,906,0
2017.08.25 00:00,1.17987,1.18009,1.17977,1.17995,2597,0
2017.08.25 01:00,1.17994,1.18033,1.17994,1.18033,3729,0
2017.08.25 02:00,1.18032,1.18035,1.17957,1.17972,2194,0
2017.08.25 03:00,1.17970,1.17991,1.17931,1.17962,1797,0
2017.08.25 04:00,1.17961,1.17975,1.17872,1.17894,2952,0
2017.08.25 05:00,1.17897,1.17946,1.17878,1.17940,1542,0
2017.08.25 06:00,1.17940,1.17997,1.17919,1.17965,2136,0
2017.08.25 07:00,1.17967,1.17981,1.17946,1.17976,1568,0
2017.08.25 08:00,1.17975,1.17998,1.17940,1.17964,1574,0
2017.08.25 09:00,1.17965,1.17968,1.17886,1.17909,2723,0
2017.08.25 10:00,1.17911,1.17911,1.17728,1.17797,5292,0
2017.08.25 11:00,1.17798,1.18010,1.17790,1.17960,4354,0
2017.08.25 12:00,1.17959,1.18045,1.17952,1.18038,3109,0
2017.08.25 13:00,1.18039,1.18275,1.18018,1.18168,4891,0
2017.08.25 14:00,1.18169,1.18227,1.18127,1.18149,3820,0
2017.08.25 15:00,1.18152,1.18160,1.17996,1.18050,5277,0
2017.08.25 16:00,1.18052,1.18144,1.17851,1.17973,6472,0
2017.08.25 17:00,1.17974,1.18745,1.17929,1.18704,14714,0
2017.08.25 18:00,1.18707,1.18840,1.18683,1.18725,7425,0
2017.08.25 19:00,1.18725,1.18867,1.18722,1.18867,3986,0
2017.08.25 20:00,1.18868,1.18894,1.18805,1.18822,2958,0
2017.08.25 21:00,1.18822,1.18825,1.18719,1.18788,2810,0
2017.08.25 22:00,1.18786,1.19411,1.18645,1.19240,11837,0
2017.08.25 23:00,1.19241,1.19340,1.19167,1.19209,2527,0
2017.08.28 00:00,1.19423,1.19458,1.19415,1.19437,439,0
2017.08.28 01:00,1.19437,1.19579,1.19399,1.19516,3400,0
2017.08.28 02:00,1.19515,1.19592,1.19492,1.19508,2267,0
2017.08.28 03:00,1.19507,1.19514,1.19216,1.19293,4277,0
2017.08.28 04:00,1.19292,1.19302,1.19212,1.19262,2736,0
2017.08.28 05:00,1.19261,1.19269,1.19199,1.19250,1703,0
2017.08.28 06:00,1.19249,1.19250,1.19205,1.19212,1669,0
2017.08.28 07:00,1.19212,1.19231,1.19199,1.19200,1719,0
2017.08.28 08:00,1.19199,1.19345,1.19166,1.19337,2769,0
2017.08.28 09:00,1.19336,1.19369,1.19242,1.19321,3272,0
2017.08.28 10:00,1.19319,1.19421,1.19208,1.19250,3996,0
2017.08.28 11:00,1.19251,1.19371,1.19193,1.19305,3395,0
2017.08.28 12:00,1.19305,1.19365,1.19282,1.19330,2713,0
2017.08.28 13:00,1.19330,1.19397,1.19322,1.19365,3097,0
2017.08.28 14:00,1.19364,1.19369,1.19239,1.19249,4713,0
2017.08.28 15:00,1.19251,1.19380,1.19214,1.19345,5288,0
2017.08.28 16:00,1.19345,1.19397,1.19256,1.19356,5499,0
2017.08.28 17:00,1.19355,1.19573,1.19350,1.19545,6041,0
2017.08.28 18:00,1.19550,1.19752,1.19515,1.19717,5961,0
2017.08.28 19:00,1.19719,1.19832,1.19717,1.19761,3985,0
2017.08.28 20:00,1.19765,1.19803,1.19730,1.19770,3126,0
2017.08.28 21:00,1.19771,1.19834,1.19767,1.19787,2679,0
2017.08.28 22:00,1.19787,1.19794,1.19723,1.19733,2878,0
2017.08.28 23:00,1.19735,1.19781,1.19734,1.19775,1007,0
2017.08.29 00:00,1.19775,1.19808,1.19727,1.19773,3505,0
2017.08.29 01:00,1.19771,1.19855,1.19622,1.19676,5864,0
2017.08.29 02:00,1.19677,1.19691,1.19551,1.19636,3562,0
2017.08.29 03:00,1.19638,1.19722,1.19620,1.19644,4766,0
2017.08.29 04:00,1.19645,1.19723,1.19619,1.19681,2960,0
2017.08.29 05:00,1.19681,1.19710,1.19648,1.19695,2048,0
2017.08.29 06:00,1.19694,1.19726,1.19659,1.19687,2150,0
2017.08.29 07:00,1.19687,1.19767,1.19685,1.19740,1802,0
2017.08.29 08:00,1.19740,1.19814,1.19714,1.19814,2100,0
2017.08.29 09:00,1.19813,1.20177,1.19731,1.20161,7471,0
2017.08.29 10:00,1.20160,1.20469,1.20109,1.20467,11696,0
2017.08.29 11:00,1.20467,1.20699,1.20409,1.20597,9418,0
2017.08.29 12:00,1.20598,1.20661,1.20369,1.20389,7165,0
2017.08.29 13:00,1.20390,1.20532,1.20315,1.20345,5725,0
2017.08.29 14:00,1.20344,1.20470,1.20324,1.20420,5913,0
2017.08.29 15:00,1.20423,1.20590,1.20277,1.20286,8314,0
2017.08.29 16:00,1.20284,1.20338,1.20198,1.20247,7408,0
2017.08.29 17:00,1.20248,1.20274,1.20088,1.20254,10075,0
2017.08.29 18:00,1.20253,1.20378,1.20164,1.20245,7797,0
2017.08.29 19:00,1.20246,1.20246,1.20101,1.20158,4418,0
2017.08.29 20:00,1.20159,1.20201,1.19954,1.20006,4833,0
2017.08.29 21:00,1.20008,1.20013,1.19815,1.19908,5892,0
2017.08.29 22:00,1.19909,1.19965,1.19670,1.19680,5245,0
2017.08.29 23:00,1.19680,1.19790,1.19461,1.19786,2407,0
2017.08.30 00:00,1.19710,1.19786,1.19631,1.19676,2979,0
2017.08.30 01:00,1.19684,1.19774,1.19666,1.19741,2388,0
2017.08.30 02:00,1.19742,1.19754,1.19627,1.19695,2356,0
2017.08.30 03:00,1.19696,1.19786,1.19666,1.19744,3195,0
2017.08.30 04:00,1.19742,1.19775,1.19663,1.19746,4971,0
2017.08.30 05:00,1.19747,1.19786,1.19734,1.19763,1969,0
2017.08.30 06:00,1.19763,1.19829,1.19754,1.19817,1799,0
2017.08.30 07:00,1.19817,1.19839,1.19723,1.19732,1681,0
2017.08.30 08:00,1.19731,1.19744,1.19637,1.19646,2939,0
2017.08.30 09:00,1.19646,1.19678,1.19410,1.19548,7406,0
2017.08.30 10:00,1.19575,1.19687,1.19381,1.19564,8249,0
2017.08.30 11:00,1.19563,1.19564,1.19401,1.19436,5162,0
2017.08.30 12:00,1.19430,1.19542,1.19386,1.19508,4596,0
2017.08.30 13:00,1.19508,1.19524,1.19418,1.19480,3143,0
2017.08.30 14:00,1.19481,1.19494,1.19241,1.19262,5770,0
2017.08.30 15:00,1.19263,1.19312,1.18941,1.19180,9922,0
2017.08.30 16:00,1.19180,1.19376,1.19080,1.19123,7590,0
2017.08.30 17:00,1.19124,1.19201,1.18948,1.19120,7410,0
2017.08.30 18:00,1.19123,1.19284,1.18989,1.19263,6655,0
2017.08.30 19:00,1.19262,1.19262,1.18980,1.19040,4912,0
2017.08.30 20:00,1.19038,1.19038,1.18912,1.18981,4498,0
2017.08.30 21:00,1.18980,1.19010,1.18824,1.18899,3695,0
2017.08.30 22:00,1.18895,1.18943,1.18860,1.18895,2557,0
2017.08.30 23:00,1.18892,1.18892,1.18813,1.18819,1190,0
2017.08.31 00:00,1.18825,1.18951,1.18819,1.18933,2561,0
2017.08.31 01:00,1.18934,1.18963,1.18883,1.18957,1920,0
2017.08.31 02:00,1.18957,1.18964,1.18878,1.18903,1719,0
2017.08.31 03:00,1.18902,1.18966,1.18860,1.18930,3130,0
2017.08.31 04:00,1.18928,1.18968,1.18710,1.18772,3619,0
2017.08.31 05:00,1.18773,1.18824,1.18734,1.18774,2741,0
2017.08.31 06:00,1.18773,1.18805,1.18710,1.18740,2188,0
2017.08.31 07:00,1.18742,1.18818,1.18734,1.18784,1478,0
2017.08.31 08:00,1.18783,1.18804,1.18702,1.18728,2109,0
2017.08.31 09:00,1.18729,1.18950,1.18666,1.18903,5075,0
2017.08.31 10:00,1.18903,1.19031,1.18835,1.18909,5985,0
2017.08.31 11:00,1.18909,1.18967,1.18806,1.18965,4188,0
2017.08.31 12:00,1.18962,1.19055,1.18709,1.18771,5720,0
2017.08.31 13:00,1.18769,1.18787,1.18439,1.18606,7421,0
2017.08.31 14:00,1.18604,1.18620,1.18338,1.18371,5373,0
2017.08.31 15:00,1.18379,1.18526,1.18228,1.18430,7541,0
2017.08.31 16:00,1.18431,1.18600,1.18353,1.18533,5904,0
2017.08.31 17:00,1.18537,1.18968,1.18489,1.18897,8976,0
2017.08.31 18:00,1.18896,1.19080,1.18723,1.18928,9478,0
2017.08.31 19:00,1.18924,1.18952,1.18700,1.18800,5205,0
2017.08.31 20:00,1.18800,1.18938,1.18784,1.18915,3823,0
2017.08.31 21:00,1.18914,1.19094,1.18896,1.19030,4834,0
2017.08.31 22:00,1.19034,1.19058,1.18943,1.19047,3964,0
2017.08.31 23:00,1.19047,1.19123,1.19026,1.19039,1406,0
2017.09.01 00:00,1.19039,1.19210,1.19039,1.19209,3685,0
2017.09.01 01:00,1.19208,1.19225,1.19114,1.19128,2798,0
2017.09.01 02:00,1.19127,1.19143,1.19075,1.19087,1963,0
2017.09.01 03:00,1.19086,1.19106,1.19054,1.19095,2663,0
2017.09.01 04:00,1.19094,1.19109,1.19037,1.19070,2151,0
2017.09.01 05:00,1.19070,1.19125,1.19043,1.19051,1819,0
2017.09.01 06:00,1.19051,1.19087,1.19003,1.19009,1474,0
2017.09.01 07:00,1.19010,1.19035,1.18949,1.18971,1353,0
2017.09.01 08:00,1.18971,1.18971,1.18874,1.18946,1935,0
2017.09.01 09:00,1.18948,1.19047,1.18824,1.18848,3915,0
2017.09.01 10:00,1.18846,1.18901,1.18788,1.18854,3622,0
2017.09.01 11:00,1.18853,1.19014,1.18821,1.18926,4384,0
2017.09.01 12:00,1.18926,1.19047,1.18910,1.18944,4196,0
2017.09.01 13:00,1.18944,1.19290,1.18936,1.19147,6054,0
2017.09.01 14:00,1.19145,1.19245,1.19097,1.19159,4666,0
2017.09.01 15:00,1.19162,1.19795,1.18932,1.19059,14797,0
2017.09.01 16:00,1.19057,1.19204,1.18642,1.18646,13312,0
2017.09.01 17:00,1.18637,1.18944,1.18499,1.18775,11035,0
2017.09.01 18:00,1.18780,1.18890,1.18629,1.18773,7773,0
2017.09.01 19:00,1.18773,1.18878,1.18549,1.18575,5249,0
2017.09.01 20:00,1.18581,1.18701,1.18567,1.18674,4288,0
2017.09.01 21:00,1.18674,1.18753,1.18623,1.18661,3162,0
2017.09.01 22:00,1.18665,1.18686,1.18625,1.18646,2585,0
2017.09.01 23:00,1.18644,1.18646,1.18583,1.18627,1819,0
2017.09.04 00:00,1.18807,1.18822,1.18738,1.18776,1019,0
2017.09.04 01:00,1.18777,1.18841,1.18735,1.18781,3296,0
2017.09.04 02:00,1.18782,1.18839,1.18770,1.18817,2398,0
2017.09.04 03:00,1.18817,1.18859,1.18777,1.18799,3748,0
2017.09.04 04:00,1.18801,1.18894,1.18773,1.18831,3488,0
2017.09.04 05:00,1.18831,1.18853,1.18778,1.18834,2293,0
2017.09.04 06:00,1.18831,1.18860,1.18789,1.18795,2434,0
2017.09.04 07:00,1.18796,1.18842,1.18782,1.18814,1742,0
2017.09.04 08:00,1.18816,1.18872,1.18804,1.18847,2224,0
2017.09.04 09:00,1.18846,1.19033,1.18818,1.18945,6020,0
2017.09.04 10:00,1.18943,1.19007,1.18840,1.18989,3990,0
2017.09.04 11:00,1.18988,1.19204,1.18895,1.19182,4766,0
